Quote_ID,Agency,Issued,Quote_Platform,Eff_Date,Liab_Only,ST,Zipcode,Terr,Min_Veh_Yr,Max_Veh_Yr,MultiProduct_Discount,Life_Discount,MultiCar,Acc_Viol_Score,Ins_Score,BI_Limit,Driver1_Age,Driver2_Age
2163002122,Beta,N,eQuote,202008,Y,IN,46135,90,2001,2005,Auto Home,N,Y,0,800-824,50/100,<20,45-49
2163002398,Delta,N,PLRATING,202008,N,IN,46767,84,2001,2013,None,N,Y,0,550-574,100/300,<20,45-49
2163002423,Alpha,Y,eQuote,202008,Y,IN,46738,40,2007,2007,Auto Home,N,N,0,625-649,100/300,40-44,40-44
2163002483,Alpha,N,eQuote,202008,N,IN,46845,3,2015,2016,None,N,Y,0,750-774,100/300,40-44,40-44
2163003149,Beta,N,PLRATING,202008,N,IN,46227,95,2012,2012,Auto Home,N,N,0,625-649,100/300,20-24,20-24
2163003404,Beta,N,PLRATING,202008,N,IN,47012,46,1999,2001,None,N,Y,0,725-749,250/500,60-64,60-64
2163003661,Theta,N,eQuote,202008,N,IN,46835,3,2005,2005,Auto Home,N,N,0,800-824,500 CSL,55-59,55-59
2163004064,Beta,N,PLRATING,202008,N,IN,46227,95,2012,2012,Auto Home,N,N,0,625-649,100/300,20-24,20-24
2163007229,Beta,N,PLRATING,202008,N,IN,47421,68,2015,2016,Auto Home,N,Y,0,625-649,100/300,40-44,45-49
2163007503,Gamma,N,eQuote,202008,N,IN,46219,1,2008,2008,Auto Home,N,N,0,850-874,100/300,30-34,30-34
2163009888,Eta,N,eQuote,202008,N,IN,46113,1,2007,2007,None,N,Y,0,No History,100/300,20-24,20-24
2163100094,Theta,N,eQuote,202008,Y,IN,46845,3,2008,2011,Auto Home,N,Y,2,925-949,250/500,75-79,75-79
2163100177,Beta,N,PLRATING,202008,N,IN,47462,50,2000,2009,None,N,Y,0,525-549,50/100,35-39,70-74
2163103243,Delta,Y,PLRATING,202008,N,IN,46131,30,2010,2011,Auto Home,N,Y,0,850-874,100/300,30-34,30-34
2163104845,Alpha,N,eQuote,202008,N,IN,46055,30,2011,2011,None,N,N,0,600-624,100/300,20-24,20-24
2163202228,Beta,N,PLRATING,202008,N,IN,47403,14,2018,2018,None,N,N,0,675-699,100/300,20-24,20-24
2163509579,Beta,N,PLRATING,202008,N,IN,47436,68,1999,2005,None,N,Y,0,675-699,100/300,40-44,65-69
2461804917,Iota,N,eQuote,202008,N,IN,46227,95,2010,2010,Auto Home,N,Y,0,No History,500 CSL,20-24,20-24
2462103931,Epsilon,N,PLRATING,202008,N,IN,46032,51,2003,2011,Auto Home,N,Y,0,950-974,500 CSL,70-74,70-74
2462108538,Epsilon,N,PLRATING,202008,N,IN,46168,54,2015,2015,Auto Home,N,N,0,No Score,100/300,60-64,60-64
2462301311,Epsilon,N,PLRATING,202008,N,IN,46167,54,2010,2010,None,N,N,0,875-899,250/500,60-64,60-64
2462404040,Epsilon,Y,eQuote,202008,N,IN,46106,30,2017,2017,Auto Home,N,N,0,775-799,100/300,60-64,60-64
2462405981,Epsilon,Y,PLRATING,202008,N,IN,46184,62,2013,2013,Auto Home,N,N,0,875-899,500/500,60-64,60-64
2462407756,Epsilon,N,PLRATING,202008,N,IN,46142,62,1996,2007,Auto Home,N,Y,0,925-949,500/500,60-64,65-69
2462407979,Epsilon,N,PLRATING,202008,N,IN,46278,95,2013,2014,None,N,Y,0,825-849,250/500,65-69,65-69
2462501415,Epsilon,N,PLRATING,202008,N,IN,46260,95,2006,2006,None,N,N,0,825-849,250/500,70-74,70-74
2462503992,Epsilon,N,PLRATING,202008,N,IN,47172,21,1998,2009,None,N,Y,0,725-749,100/300,30-34,30-34
2462505128,Epsilon,N,PLRATING,202008,N,IN,46240,95,2005,2005,None,N,N,0,900-924,300 CSL,75-79,75-79
2462505551,Epsilon,N,PLRATING,202008,N,IN,46219,1,2003,2003,None,N,N,0,850-874,100/300,>90,>90
2462506015,Epsilon,N,PLRATING,202008,Y,IN,46060,30,2004,2004,None,N,N,0,750-774,100 CSL,65-69,65-69
2462507107,Iota,Y,eQuote,202008,N,IN,46143,30,2010,2017,Auto Home,N,Y,2,850-874,500 CSL,55-59,55-59
2462600715,Epsilon,N,PLRATING,202008,N,IN,46278,95,2003,2012,None,N,Y,0,850-874,100/300,65-69,75-79
2462601723,Iota,N,eQuote,202008,N,IN,46250,95,2002,2015,Auto Home,N,Y,0,800-824,500 CSL,<20,50-54
2462603212,Epsilon,N,eQuote,202008,N,IN,46160,75,2000,2009,Auto Home,N,Y,0,600-624,100/300,20-24,40-44
2462607842,Iota,N,eQuote,202008,N,IN,46220,1,1998,2013,Auto Home,N,Y,0,850-874,500 CSL,85-90,85-90
2462707139,Epsilon,N,eQuote,202008,N,IN,46143,30,2010,2014,Auto Home,N,Y,0,850-874,100/300,<20,45-49
2462708100,Iota,Y,eQuote,202008,N,IN,46032,30,2012,2012,Auto Home,N,Y,0,875-899,500 CSL,20-24,20-24
2462709753,Iota,N,eQuote,202008,N,IN,46163,30,2015,2015,None,N,N,0,775-799,500 CSL,25-29,25-29
2462800274,Epsilon,N,PLRATING,202008,N,IN,46074,51,2014,2016,None,N,Y,0,900-924,100/300,25-29,55-59
2462801806,Epsilon,N,PLRATING,202008,N,IN,47150,6,2014,2014,None,N,N,0,600-624,100/300,25-29,25-29
2462802988,Epsilon,N,PLRATING,202008,N,IN,46203,1,2015,2015,None,N,N,0,575-599,250/500,20-24,20-24
2462803370,Delta,N,eQuote,202008,N,IN,46103,54,2019,2019,None,N,N,0,575-599,50/100,45-49,45-49
2462804043,Epsilon,N,PLRATING,202008,N,IN,47802,8,2001,2008,None,N,Y,0,475-499,100/300,<20,35-39
2462805017,Epsilon,N,eQuote,202008,N,IN,46106,30,2010,2010,None,N,N,0,600-624,100/300,25-29,35-39
2462806517,Iota,Y,eQuote,202008,N,IN,46077,30,2013,2013,None,N,Y,0,875-899,500 CSL,25-29,25-29
2462808062,Delta,N,eQuote,202008,N,IN,46236,95,2003,2011,Auto Home,N,Y,2,925-949,100/300,80-84,80-84
2462808388,Epsilon,N,PLRATING,202008,N,IN,46220,1,2016,2016,None,N,N,0,525-549,100/300,20-24,20-24
2462809107,Delta,Y,eQuote,202008,Y,IN,46237,95,2001,2001,Auto Home,N,Y,0,525-549,50/100,40-44,40-44
2462809487,Epsilon,N,PLRATING,202008,N,IN,46062,51,2010,2016,Auto Home,N,Y,0,650-674,250/500,<20,40-44
2462809822,Epsilon,Y,PLRATING,202008,N,IN,46220,1,2010,2010,Auto Home,N,N,0,875-899,250/500,50-54,50-54
2462900676,Iota,N,eQuote,202008,N,IN,46254,1,2006,2006,None,N,N,1,625-649,300 CSL,65-69,65-69
2462900713,Epsilon,N,PLRATING,202008,N,IN,46140,52,2008,2013,Auto Home,N,Y,0,500-524,100/300,20-24,50-54
2462901987,Delta,N,eQuote,202008,Y,IN,46219,95,1998,1998,None,N,N,0,500-524,50/100,50-54,50-54
2462904702,Epsilon,N,PLRATING,202008,N,IN,47385,55,1998,2006,None,N,Y,0,775-799,100/300,25-29,25-29
2462905549,Epsilon,Y,eQuote,202008,N,IN,46131,30,2007,2013,Auto Home,N,Y,0,700-724,100/300,40-44,45-49
2462907265,Epsilon,N,PLRATING,202008,N,IN,46219,1,2009,2014,Auto Home,N,Y,0,925-949,100/300,80-84,80-84
2462908349,Epsilon,N,PLRATING,202008,N,IN,46260,95,2004,2004,Auto Home,N,N,0,925-949,100/300,75-79,75-79
2463000529,Iota,N,eQuote,202008,N,IN,46236,95,2016,2016,Auto Home,N,N,0,700-724,500 CSL,25-29,25-29
2463001756,Delta,N,eQuote,202008,N,IN,46184,62,2014,2014,None,N,N,0,1-449,50/100,50-54,50-54
2463001991,Epsilon,N,PLRATING,202008,N,IN,46240,95,2017,2017,None,N,N,0,650-674,250/500,25-29,25-29
2463003769,Epsilon,Y,PLRATING,202008,N,IN,46240,95,2016,2016,Auto Home,N,Y,0,850-874,500 CSL,65-69,65-69
2463003832,Iota,N,eQuote,202008,N,IN,47041,92,2011,2014,Auto Home,N,Y,0,650-674,100/300,35-39,35-39
2463005745,Epsilon,N,PLRATING,202008,N,IN,46236,95,2017,2018,Homeowner,N,Y,0,850-874,100/300,40-44,45-49
2463005768,Iota,N,eQuote,202008,N,IN,46227,95,2016,2016,Auto Home,N,N,0,775-799,250/500,80-84,80-84
2463006126,Iota,N,eQuote,202008,N,IN,46123,30,2001,2003,Auto Home,N,Y,0,600-624,500 CSL,55-59,65-69
2463007061,Iota,N,eQuote,202008,N,IN,46217,95,2003,2015,Auto Home,N,Y,0,800-824,500 CSL,45-49,55-59
2463009666,Epsilon,N,PLRATING,202008,N,IN,46268,95,2013,2013,None,N,N,0,775-799,100/300,25-29,25-29
2463009709,Epsilon,N,PLRATING,202008,N,IN,46203,1,2004,2004,Auto Home,N,N,0,800-824,100/300,80-84,80-84
2463102217,Epsilon,N,PLRATING,202008,N,IN,46228,1,2000,2003,None,N,Y,0,875-899,100/300,<20,25-29
3062405284,Gamma,N,eQuote,202008,N,IN,47520,86,2001,2015,Auto Home,N,Y,0,825-849,500 CSL,40-44,40-44
3062409282,Gamma,Y,eQuote,202008,N,IN,47586,86,2012,2015,Auto Home,N,Y,0,675-699,"1,000 CSL",35-39,35-39
3062504215,Zeta,Y,PLRATING,202008,N,IN,47172,21,2012,2012,Auto Home,N,N,0,625-649,500/500,35-39,35-39
3062507218,Gamma,N,eQuote,202008,N,IN,47115,53,2005,2009,Auto Home,N,Y,0,725-749,500 CSL,20-24,20-24
3062507291,Gamma,N,eQuote,202008,N,IN,47520,86,2000,2009,Auto Home,N,Y,0,825-849,500 CSL,60-64,65-69
3062604116,Theta,N,PLRATING,202008,N,IN,47712,88,2014,2014,Auto Home,N,N,0,650-674,100/300,45-49,45-49
3062606247,Zeta,N,PLRATING,202008,N,IN,47150,21,1997,2002,None,N,Y,0,750-774,100/300,40-44,45-49
3062609050,Gamma,N,eQuote,202008,N,IN,47586,86,2010,2010,None,N,N,0,700-724,100/300,70-74,70-74
3062700312,Theta,N,PLRATING,202008,N,IN,47712,5,2009,2009,None,N,N,0,500-524,50/100,65-69,65-69
3062702764,Theta,N,PLRATING,202008,N,IN,47720,5,2007,2018,Homeowner,N,Y,0,800-824,250/500,20-24,60-64
3062703034,Theta,N,PLRATING,202008,N,IN,47712,5,2016,2016,None,N,N,0,725-749,50/100,20-24,20-24
3062705519,Gamma,N,eQuote,202008,N,IN,47586,86,2001,2001,None,N,N,0,625-649,100/300,35-39,60-64
3062706248,Theta,N,PLRATING,202008,N,IN,47712,5,2006,2007,Auto Home,N,Y,0,675-699,100/300,30-34,35-39
3062709848,Gamma,N,eQuote,202008,N,IN,47586,86,1999,2012,Auto Home,N,Y,0,725-749,500/500,55-59,65-69
3062802889,Theta,N,PLRATING,202008,N,IN,47712,5,2015,2015,None,N,N,0,500-524,50/100,<20,35-39
3062802997,Theta,N,PLRATING,202008,N,IN,47712,5,2014,2014,Auto Home,N,N,0,625-649,50/100,25-29,25-29
3062803767,Iota,N,eQuote,202008,Y,IN,47712,5,2006,2006,None,N,N,0,800-824,100/300,55-59,70-74
3062804189,Theta,N,PLRATING,202008,N,IN,47660,48,2011,2011,Auto Home,N,N,0,450-474,50/100,60-64,70-74
3062804451,Theta,N,PLRATING,202008,N,IN,47725,5,2009,2009,None,N,N,0,575-599,50/100,20-24,20-24
3062809017,Epsilon,N,eQuote,202008,N,IN,47710,5,2017,2017,None,N,N,0,500-524,100/300,55-59,55-59
3062809937,Zeta,N,eQuote,202008,N,IN,47172,21,2006,2014,Auto Home,N,Y,0,850-874,500 CSL,70-74,70-74
3062900694,Theta,N,PLRATING,202008,N,IN,47712,5,2013,2013,None,N,N,0,575-599,100/300,70-74,70-74
3062900848,Gamma,N,eQuote,202008,N,IN,47586,86,1996,2006,Auto Home,N,Y,0,700-724,100/300,20-24,55-59
3062902204,Theta,Y,PLRATING,202008,N,IN,47711,5,2017,2017,Auto Home,N,N,0,750-774,250/500,35-39,35-39
3062902406,Gamma,N,eQuote,202008,N,IN,47713,5,2011,2011,None,N,N,0,625-649,100/300,25-29,25-29
3062902566,Theta,N,PLRATING,202008,N,IN,47712,5,2009,2009,None,N,N,0,825-849,100/300,<20,45-49
3062904576,Theta,N,PLRATING,202008,N,IN,47720,5,2001,2006,Auto Home,N,Y,0,575-599,100/300,45-49,45-49
3062908633,Epsilon,N,eQuote,202008,N,IN,47715,5,2008,2008,None,N,Y,0,675-699,100/300,50-54,50-54
3062908887,Theta,N,PLRATING,202008,N,IN,47711,5,2004,2004,None,N,N,0,650-674,100/300,25-29,25-29
3063009979,Theta,N,PLRATING,202008,N,IN,47630,107,2005,2012,None,N,Y,0,725-749,50/100,70-74,75-79
3063101631,Iota,N,eQuote,202008,N,IN,47601,107,1998,2005,Homeowner,N,Y,0,625-649,50/100,<20,35-39
3063103971,Theta,N,PLRATING,202008,N,IN,47720,5,2011,2011,None,N,N,0,750-774,100/300,25-29,50-54
4562700707,Alpha,N,eQuote,202008,N,IN,47150,6,2010,2010,Auto Home,N,N,0,875-899,300 CSL,80-84,80-84
8362606179,Alpha,N,PLRATING,202008,N,IN,47448,18,1997,2009,Auto Home,N,Y,0,825-849,250/500,65-69,65-69
962506274,Alpha,N,PLRATING,202009,N,IN,47060,38,1998,2013,Auto Home,N,Y,0,700-724,500 CSL,20-24,55-59
962807798,Epsilon,N,eQuote,202009,N,IN,47001,38,2005,2005,None,N,Y,0,525-549,50/100,45-49,75-79
962901287,Alpha,N,PLRATING,202009,Y,IN,47201,32,2005,2005,None,N,N,0,650-674,100/300,20-24,20-24
962905282,Epsilon,Y,eQuote,202009,N,IN,47025,38,2007,2013,Auto Home,N,Y,0,725-749,100/300,25-29,30-34
963002170,Epsilon,Y,eQuote,202009,N,IN,47025,38,2002,2009,Auto Home,N,Y,1,525-549,100/300,<20,45-49
963200786,Alpha,N,PLRATING,202009,N,IN,46280,30,2016,2016,Auto Home,N,N,0,650-674,100/300,35-39,35-39
963307503,Epsilon,N,eQuote,202009,N,IN,47001,38,2000,2010,Homeowner,N,Y,0,500-524,100/300,<20,55-59
1263000820,Alpha,N,eQuote,202009,N,IN,46703,101,2004,2012,None,N,Y,0,550-574,500 CSL,35-39,35-39
1263101320,Alpha,N,PLRATING,202009,N,IN,46733,7,2009,2012,Auto Home,N,Y,0,800-824,100/300,30-34,30-34
1263104051,Alpha,N,eQuote,202009,N,IN,46706,40,2017,2019,Auto Home,N,Y,0,650-674,100/300,25-29,25-29
1562505645,Iota,N,eQuote,202009,N,IN,47932,45,2007,2016,Auto Home,N,Y,0,775-799,"1,000 CSL",30-34,45-49
1563305553,Delta,N,eQuote,202009,N,IN,46825,3,2014,2014,Auto Home,N,N,0,575-599,300 CSL,20-24,20-24
1563405546,Beta,N,eQuote,202009,N,IN,47032,38,2012,2012,None,N,N,0,525-549,100/300,40-44,40-44
1563408316,Theta,Y,eQuote,202009,N,IN,46205,1,2013,2013,Auto Home,N,N,0,750-774,250/500,60-64,60-64
2162501120,Beta,Y,PLRATING,202009,N,IN,46140,52,2011,2012,Auto Home,N,Y,0,750-774,100/300,30-34,35-39
2162508978,Theta,N,PLRATING,202009,N,IN,46231,95,2004,2010,None,N,Y,0,675-699,250/500,20-24,45-49
2162701845,Theta,N,PLRATING,202009,N,IN,46226,1,2009,2016,Homeowner,N,Y,0,825-849,250/500,35-39,35-39
2162702170,Eta,N,PLRATING,202009,N,IN,46792,57,2004,2013,None,N,Y,0,875-899,100/300,40-44,40-44
2162801863,Epsilon,Y,eQuote,202009,N,IN,46168,30,2016,2016,Auto Home,N,N,0,850-874,250/500,25-29,30-34
2162802907,Theta,N,eQuote,202009,N,IN,46806,3,1996,1996,Auto Home,N,Y,0,750-774,100/300,55-59,55-59
2162803615,Theta,N,eQuote,202009,N,IN,46835,3,2006,2006,Auto Home,N,Y,0,875-899,"1,000 CSL",60-64,65-69
2162804269,Epsilon,N,PLRATING,202009,N,IN,46902,34,2007,2012,Auto Home,N,Y,0,750-774,100/300,60-64,65-69
2162804448,Beta,Y,PLRATING,202009,N,IN,46140,52,2010,2011,Auto Home,N,Y,0,750-774,100/300,30-34,35-39
2162805909,Delta,N,PLRATING,202009,N,IN,46794,84,2003,2005,Auto Home,N,Y,0,675-699,100/300,25-29,25-29
2162808043,Theta,Y,eQuote,202009,N,IN,46721,40,2010,2010,Auto Home,N,N,0,700-724,100/300,70-74,70-74
2162808272,Theta,Y,eQuote,202009,Y,IN,46793,40,2002,2002,Auto Home,N,N,0,800-824,100/300,40-44,70-74
2162808569,Beta,Y,PLRATING,202009,N,IN,46140,52,2018,2018,Auto Home,N,N,0,700-724,250/500,45-49,45-49
2162901299,Beta,N,PLRATING,202009,N,IN,46733,7,2002,2018,Auto Home,N,Y,0,550-574,100/300,35-39,35-39
2162901501,Beta,N,PLRATING,202009,N,IN,46120,75,2016,2016,None,N,Y,0,650-674,100/300,50-54,55-59
2162901825,Alpha,N,eQuote,202009,N,IN,46815,3,2013,2013,None,N,N,0,725-749,100/300,30-34,30-34
2162904685,Beta,N,PLRATING,202009,N,IN,46750,57,1999,2010,Auto Home,N,Y,0,700-724,100/300,20-24,25-29
2162905105,Beta,N,PLRATING,202009,N,IN,46792,57,2010,2010,Auto Home,N,N,0,825-849,100/300,65-69,65-69
2162906727,Beta,Y,PLRATING,202009,N,IN,46140,52,2010,2015,Auto Home,N,Y,0,750-774,100/300,35-39,35-39
2162907242,Beta,N,PLRATING,202009,N,IN,47421,68,2008,2008,Auto Home,N,N,0,700-724,100/300,70-74,70-74
2162907859,Delta,N,PLRATING,202009,N,IN,46732,84,1999,1999,Auto Home,N,N,0,No History,100/300,>90,>90
2162907923,Beta,N,PLRATING,202009,N,IN,47446,68,2002,2018,None,N,Y,0,625-649,100/300,55-59,55-59
2162908337,Alpha,Y,eQuote,202009,N,IN,46815,3,2017,2017,Auto Home,N,N,0,775-799,500 CSL,70-74,70-74
2162909394,Delta,N,PLRATING,202009,N,IN,46747,101,2006,2011,Auto Home,N,Y,0,700-724,100/300,20-24,50-54
2162909529,Alpha,N,eQuote,202009,N,IN,46304,16,2006,2013,Auto Home,N,Y,0,825-849,100/300,75-79,75-79
2162909964,Beta,N,PLRATING,202009,N,IN,46902,34,2011,2011,None,N,N,0,775-799,250/500,55-59,55-59
2163000883,Delta,Y,PLRATING,202009,N,IN,46571,65,2011,2011,Auto Home,N,N,0,750-774,100/300,50-54,50-54
2163001492,Delta,N,PLRATING,202009,N,IN,46767,84,2006,2010,None,N,Y,0,550-574,100/300,35-39,35-39
2163002052,Theta,N,eQuote,202009,N,IN,46741,3,2008,2008,Auto Home,N,N,0,850-874,100/300,20-24,20-24
2163003138,Alpha,N,eQuote,202009,N,IN,46783,3,2004,2014,Auto Home,N,Y,0,850-874,500 CSL,50-54,60-64
2163003181,Eta,N,PLRATING,202009,N,IN,46750,57,2010,2019,Auto Home,N,Y,0,600-624,100/300,20-24,25-29
2163003402,Theta,N,PLRATING,202009,N,IN,46032,51,2016,2017,Homeowner,N,Y,0,725-749,250/500,80-84,80-84
2163003992,Beta,N,PLRATING,202009,N,IN,46901,34,2018,2018,None,N,N,0,725-749,100/300,20-24,20-24
2163004001,Beta,N,PLRATING,202009,N,IN,46901,34,2016,2016,None,N,N,0,725-749,100/300,20-24,20-24
2163004008,Beta,N,PLRATING,202009,N,IN,46901,34,2013,2013,None,N,N,0,725-749,100/300,20-24,20-24
2163004012,Beta,N,PLRATING,202009,N,IN,46901,34,2013,2013,None,N,N,0,725-749,100/300,20-24,20-24
2163004337,Beta,N,PLRATING,202009,N,IN,46952,9,2003,2006,Auto Home,N,Y,0,750-774,100/300,20-24,55-59
2163005247,Beta,N,PLRATING,202009,N,IN,46750,57,1999,2015,None,N,Y,0,725-749,50/100,50-54,50-54
2163006125,Theta,N,eQuote,202009,N,IN,46077,13,2008,2010,Auto Home,N,Y,0,700-724,250/500,25-29,50-54
2163006150,Theta,N,eQuote,202009,N,IN,46806,3,1999,2006,Auto Home,N,Y,0,725-749,100/300,60-64,60-64
2163006734,Alpha,N,eQuote,202009,N,IN,46835,3,2000,2000,Auto Home,N,Y,0,875-899,250/500,65-69,65-69
2163006923,Gamma,N,PLRATING,202009,N,IN,46723,84,2005,2010,None,N,Y,0,525-549,100/300,<20,35-39
2163007352,Theta,N,eQuote,202009,N,IN,46580,64,2003,2003,Auto Home,N,N,0,No Score,100/300,25-29,30-34
2163009657,Alpha,N,eQuote,202009,N,IN,46307,66,2013,2013,Auto Home,N,N,0,750-774,100/300,80-84,80-84
2163101326,Delta,N,PLRATING,202009,N,IN,46767,84,2012,2012,None,N,N,0,650-674,50/100,45-49,45-49
2163101474,Beta,N,PLRATING,202009,N,IN,46994,20,2002,2012,Auto Home,N,Y,0,575-599,250/500,25-29,25-29
2163102266,Beta,N,PLRATING,202009,N,IN,46901,34,2011,2011,None,N,N,0,700-724,100/300,20-24,20-24
2163102334,Gamma,N,PLRATING,202009,N,IN,46540,42,1999,2008,None,N,Y,0,800-824,100/300,55-59,60-64
2163102390,Beta,N,PLRATING,202009,N,IN,46750,57,1999,2001,Auto Home,N,Y,0,625-649,100/300,50-54,50-54
2163102432,Beta,N,PLRATING,202009,N,IN,46902,34,2008,2008,Auto Home,N,N,0,800-824,100/300,60-64,60-64
2163102470,Beta,N,PLRATING,202009,N,IN,46140,52,2000,2013,Auto Home,N,Y,0,850-874,100/300,20-24,20-24
2163102542,Epsilon,Y,eQuote,202009,N,IN,46077,13,2009,2016,Auto Home,N,Y,2,875-899,100/300,30-34,35-39
2163102567,Gamma,Y,PLRATING,202009,N,IN,46545,4,2013,2014,Auto Home,N,Y,0,800-824,100/300,55-59,55-59
2163102610,Theta,N,eQuote,202009,N,IN,46785,40,1996,2009,Auto Home,N,Y,0,875-899,100/300,<20,45-49
2163102676,Beta,N,PLRATING,202009,N,IN,46060,30,2018,2018,Auto Home,N,N,0,750-774,100/300,25-29,25-29
2163103310,Alpha,N,eQuote,202009,N,IN,46808,3,2017,2017,None,N,N,0,600-624,500 CSL,20-24,20-24
2163103319,Theta,Y,eQuote,202009,Y,IN,46815,3,1998,1998,Auto Home,N,N,0,900-924,100/300,80-84,80-84
2163103507,Gamma,N,PLRATING,202009,N,IN,46517,29,2003,2011,Auto Home,N,Y,0,525-549,100/300,25-29,25-29
2163103695,Alpha,N,eQuote,202009,N,IN,46112,30,2015,2015,None,N,N,0,825-849,100/300,20-24,20-24
2163103852,Beta,N,PLRATING,202009,N,IN,46901,34,2019,2019,None,N,N,0,800-824,100/300,20-24,20-24
2163103858,Alpha,N,eQuote,202009,N,IN,46765,3,2017,2018,Auto Home,N,Y,0,675-699,500 CSL,50-54,55-59
2163103862,Beta,N,PLRATING,202009,N,IN,46901,34,2018,2018,None,N,N,0,800-824,100/300,20-24,20-24
2163103870,Beta,N,PLRATING,202009,N,IN,46901,34,2015,2015,None,N,N,0,800-824,100/300,20-24,20-24
2163103879,Beta,N,PLRATING,202009,N,IN,46901,34,2018,2018,None,N,N,0,800-824,100/300,20-24,20-24
2163103882,Beta,N,PLRATING,202009,N,IN,46901,34,2017,2017,None,N,N,0,800-824,100/300,20-24,20-24
2163103891,Beta,N,PLRATING,202009,N,IN,46901,34,2020,2020,None,N,N,0,800-824,100/300,20-24,20-24
2163103996,Beta,Y,PLRATING,202009,N,IN,46037,30,2016,2016,Auto Home,N,Y,0,825-849,100/300,45-49,50-54
2163104700,Theta,N,eQuote,202009,Y,IN,46774,3,2005,2005,Auto Home,N,Y,0,No Score,"1,000 CSL",20-24,20-24
2163105080,Alpha,N,eQuote,202009,N,IN,46310,59,2002,2006,Auto Home,N,Y,2,875-899,500/500,80-84,80-84
2163105227,Gamma,N,PLRATING,202009,N,IN,46526,29,2010,2014,Auto Home,N,Y,0,775-799,250/500,25-29,25-29
2163105588,Beta,N,eQuote,202009,N,IN,46122,30,2016,2016,Auto Home,N,N,2,800-824,50/100,70-74,70-74
2163105896,Gamma,N,PLRATING,202009,N,IN,46526,29,1997,2016,None,N,Y,0,700-724,100/300,65-69,65-69
2163106511,Alpha,N,eQuote,202009,N,IN,46835,3,2011,2015,None,N,Y,0,750-774,250/500,60-64,60-64
2163106534,Alpha,N,eQuote,202009,N,IN,46815,3,2006,2012,Auto Home,N,Y,0,800-824,500 CSL,75-79,75-79
2163106852,Alpha,N,eQuote,202009,N,IN,46763,84,2009,2009,None,N,N,0,600-624,100/300,30-34,30-34
2163107271,Beta,N,PLRATING,202009,N,IN,47421,68,1996,2009,None,N,Y,0,750-774,100/300,45-49,70-74
2163108703,Beta,Y,PLRATING,202009,N,IN,46140,52,2020,2020,Auto Home,N,N,0,825-849,250/500,45-49,45-49
2163108960,Alpha,N,eQuote,202009,N,IN,46235,1,2003,2016,Auto Home,N,Y,1,750-774,100/300,30-34,35-39
2163200274,Beta,N,eQuote,202009,N,IN,46748,3,2006,2016,Auto Home,N,Y,0,675-699,100/300,50-54,50-54
2163200310,Beta,Y,PLRATING,202009,N,IN,47401,14,2020,2020,Auto Home,N,N,0,725-749,250/500,30-34,30-34
2163200793,Theta,Y,eQuote,202009,N,IN,46765,3,2005,2005,Auto Home,N,N,0,925-949,500 CSL,80-84,85-90
2163201136,Delta,Y,PLRATING,202009,N,IN,46732,64,2004,2011,None,N,Y,2,750-774,100/300,60-64,60-64
2163201880,Beta,N,PLRATING,202009,N,IN,46992,106,2002,2007,Auto Home,N,Y,0,650-674,100/300,45-49,50-54
2163201990,Theta,N,eQuote,202009,N,IN,46835,3,2006,2006,None,N,N,3,No History,100/300,20-24,20-24
2163202030,Alpha,N,eQuote,202009,N,IN,46528,42,2013,2013,None,N,N,0,825-849,250/500,25-29,60-64
2163202277,Epsilon,Y,eQuote,202009,N,IN,46157,30,1998,2016,Auto Home,N,Y,2,625-649,300 CSL,<20,30-34
2163202724,Theta,N,eQuote,202009,N,IN,46743,3,2009,2012,None,N,Y,0,800-824,100/300,25-29,25-29
2163202889,Delta,N,PLRATING,202009,N,IN,46767,84,1997,1997,None,N,N,0,675-699,50/100,55-59,55-59
2163203450,Beta,Y,PLRATING,202009,N,IN,46140,52,2013,2014,Auto Home,N,Y,0,750-774,100/300,30-34,35-39
2163203747,Beta,N,PLRATING,202009,N,IN,47470,68,2007,2017,None,N,Y,1,500-524,100/300,20-24,25-29
2163204049,Theta,N,eQuote,202009,N,IN,46804,3,2015,2015,Auto Home,N,Y,2,775-799,250/500,25-29,35-39
2163204316,Theta,N,eQuote,202009,N,IN,46032,30,2007,2007,Auto Home,N,N,0,650-674,250/500,25-29,25-29
2163204838,Beta,N,PLRATING,202009,N,IN,46750,57,2000,2005,None,N,Y,0,No History,50/100,65-69,70-74
2163205503,Gamma,N,PLRATING,202009,N,IN,46573,42,2005,2010,None,N,Y,0,500-524,100/300,35-39,45-49
2163205604,Beta,N,PLRATING,202009,N,IN,46901,34,2011,2016,None,N,Y,0,550-574,100/300,<20,55-59
2163205772,Alpha,Y,eQuote,202009,N,IN,46385,16,2011,2011,None,N,N,0,850-874,100/300,55-59,55-59
2163206068,Gamma,N,PLRATING,202009,Y,IN,46550,42,2006,2006,None,N,N,0,650-674,100/300,35-39,35-39
2163206396,Beta,Y,PLRATING,202009,N,IN,47421,68,1999,2008,Auto Home,N,Y,0,900-924,100/300,65-69,70-74
2163206399,Gamma,N,PLRATING,202009,N,IN,46732,64,1996,2015,Auto Home,N,Y,0,675-699,100/300,<20,40-44
2163206755,Theta,N,eQuote,202009,N,IN,46240,1,2004,2013,None,N,Y,0,750-774,250/500,40-44,40-44
2163209367,Beta,N,eQuote,202009,N,IN,46221,1,1999,2017,Auto Home,N,Y,0,825-849,100/300,<20,55-59
